Startup_Name,Industry,City,Investors,Round_Type,Amount_USD,Year,Amount_in_Crores
Voxweb,Unknown,Mumbai,Undisclosed Investor,Seed Funding,350000.0,2015,0.035
Jigsaw Academy,Unknown,Bangalore,Manipal Global Education Services,Private Equity,3000000.0,2015,0.3
Aye Finance,Unknown,New Delhi,"SAIF Partners, Accion",Private Equity,3000000.0,2015,0.3
Yumist,Unknown,Gurgaon,"Unilazer Ventures, Orios Venture Partners, Steven Lurie",Private Equity,2000000.0,2015,0.2
Customfurnish,Unknown,Hyderabad,Agnus Capital,Private Equity,4500000.0,2015,0.45
Leaf Wearables,Unknown,New Delhi,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",Seed Funding,250000.0,2015,0.025
Faasos,Unknown,Pune,"ru-Net, Sequoia Capital,  Lightbox Ventures",Private Equity,30000000.0,2015,3.0
Coolshare,Unknown,Mumbai,Gopal Aggarwal,Seed Funding,100000.0,2015,0.01
Applop,Unknown,Kolkata,GHV Accelerator,Seed Funding,100000.0,2015,0.01
CaRPM,Unknown,Gurgaon,GHV Accelerator,Seed Funding,100000.0,2015,0.01
NDTV Wedding portal,Unknown,New Delhi,CerraCap,Private Equity,20000000.0,2015,2.0
Shuttl,Unknown,Gurgaon,"Sequoia Capital, Times Internet Ltd & One more Fund",Private Equity,20000000.0,2015,2.0
EasyKhaana,Unknown,New Delhi,Undisclosed investors,Seed Funding,100000.0,2015,0.01
RoomsTonite,Unknown,Bangalore,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,  Ralph Berezan, Vissal Mathew,  Balamurali Krishna",Seed Funding,1500000.0,2015,0.15
Patel Logistics,Unknown,Mumbai,Frontline Strategy,Private Equity,5600000.0,2015,0.56
CollegeDekho,Unknown,Jaipur,GirnarSoft,Seed Funding,1000000.0,2015,0.1
Wigzo,Unknown,New Delhi,"Aarin Capital Partners, TV Mohandas Pai",Seed Funding,500000.0,2015,0.05
Godof Hospitals,Unknown,New Delhi,Pankaj Gupta,Seed Funding,2000000.0,2015,0.2
QikPod,Unknown,Bangalore,"Flipkart, Accel Partners, Delhivery, Foxconn",Private Equity,9000000.0,2015,0.9
Superhero Brands,Unknown,Mumbai,DSG Consumer Partners,Seed Funding,540000.0,2015,0.054
Baxi,Unknown,Gurgaon,"Manish Kheterpal, Alok Mittal,  Puneet Dalmia,",Seed Funding,1450000.0,2015,0.145
JustRide,Unknown,Mumbai,Unknown,Private Equity,2000000.0,2015,0.2
Pluss,Unknown,Gurgaon,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private Equity,1000000.0,2015,0.1
Grofers,Unknown,Gurgaon,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",Private Equity,120000000.0,2015,12.0
GoQii,Unknown,Mumbai,"New Enterprise Associates, Cheetah Mobile",Private Equity,13400000.0,2015,1.34
Tooler,Unknown,New Delhi,"Raghu Khanna, Sameer Gupta",Seed Funding,110000.0,2015,0.011
EarlySalary.com,Unknown,Mumbai,Ashok Agarwal,Seed Funding,1500000.0,2015,0.15
S Chand,Unknown,New Delhi,IFC Everstone Group,Private Equity,27000000.0,2015,2.7
Naaptol,Unknown,Mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",Private Equity,52000000.0,2015,5.2
Stylofie,Unknown,Gurgaon,Swastika,Seed Funding,250000.0,2015,0.025
Medikoe,Unknown,Bangalore,Anil Menon,Seed Funding,100000.0,2015,0.01
RentoMojo,Unknown,Bangalore,"IDG Ventures India,  Accel Partners India",Private Equity,2000000.0,2015,0.2
Talkoot,Unknown,Bangalore,Undisclosed investors,Seed Funding,100000.0,2015,0.01
Caravan Craft,Unknown,Bangalore,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",Private Equity,1200000.0,2015,0.12
HeyPillow,Unknown,Bangalore,Hampton Capital,Private Equity,3000000.0,2015,0.3
OUWT,Unknown,Mumbai,Undisclosed investors,Seed Funding,150000.0,2015,0.015
Medinfi,Unknown,Bangalore,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",Seed Funding,305000.0,2015,0.0305
MindTickle,Unknown,Pune / US,New Enterprise Associates,Private Equity,12500000.0,2015,1.25
SenseGiz,Unknown,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed Funding,500000.0,2015,0.05
Fourseven,Unknown,New Delhi,Indian Angel Network,Seed Funding,455000.0,2015,0.0455
UrbanClap,Unknown,Gurgaon,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,25000000.0,2015,2.5
Goodbox,Unknown,Bangalore,Nexus Venture Partners,Private Equity,2500000.0,2015,0.25
ScoopWhoop,Unknown,New Delhi,Kalaari Capital,Private Equity,4000000.0,2015,0.4
Ola,Unknown,Bangalore,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",Private Equity,500000000.0,2015,50.0
StyleTag,Unknown,Bangalore,Jitu Virwani,Seed Funding,7500000.0,2015,0.75
CraftsVilla,Unknown,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity,34000000.0,2015,3.4
Julia Computing,Unknown,Bangalore,Gordon and Betty Moore Foundation,Seed Funding,600000.0,2015,0.06
BiBox,Unknown,Bangalore,Ravi Krishnamurthy,Seed Funding,530000.0,2015,0.053
Smytten,Unknown,Gurgaon,"Rimpal Chawla, Anuj Srivastava",Seed Funding,200000.0,2015,0.02
Convegenius,Unknown,Noida / Singapore,Enablers platform,Seed Funding,300000.0,2015,0.03
Absentia,Unknown,Bangalore,"Astarc Ventures, 50K Ventures & others",Seed Funding,180000.0,2015,0.018
Cashkaro.com,Unknown,Gurgaon,Kalaari Capital,Private Equity,3700000.0,2015,0.37
TaskBucks,Unknown,New Delhi,Times Internet,Private Equity,15000000.0,2015,1.5
Hitwicket,Unknown,Hyderabad,Chennai Angels,Seed Funding,250000.0,2015,0.025
Delight Foods,Unknown,Bangalore,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private Equity,600000.0,2015,0.06
RenewBuy,Unknown,Gurgaon,Mount Nathan Advisors Pte Ltd,Seed Funding,500000.0,2015,0.05
Chefs Basket,Unknown,Mumbai,"SAIF Partners, Haresh Chawla",Private Equity,6000000.0,2015,0.6
Zilingo,Unknown,Bangalore/ Bangkok,"Sequoia India, BEENEXT Ventures, Kunal Shah & Sandeep Tandon",Private Equity,1900000.0,2015,0.19
AppVirality,Unknown,Hyderabad,"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra,  Mohit Saxena, Internet Group, TNN Capital and others",Seed Funding,500000.0,2015,0.05
iStar Skill Development,Unknown,Bangalore,"Michael & Susan Dell Foundation, Unitus Seed Fund",Private Equity,1500000.0,2015,0.15
BigStylist.com,Unknown,Mumbai,Info Edge,Private Equity,1000000.0,2015,0.1
Skoov.com,Unknown,Mumbai,undisclosed investor,Seed Funding,150000.0,2015,0.015
Didi,Unknown,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed Funding,150000.0,2015,0.015
Satvacart,Unknown,Gurgaon,Undisclosed HNIs,Private Equity,1800000.0,2015,0.18
POPxo.com,Unknown,New Delhi,"IDG Ventures India, Kalaari Capital, 500 Startups",Private Equity,2000000.0,2015,0.2
SparesHub,Unknown,Pune,"Hyderabad Angels, M&S Partners",Seed Funding,460000.0,2015,0.046
Yuvi Hospitality,Unknown,Gurgaon,Chandralekha Construction Pvt. Ltd.,Private Equity,15000000.0,2015,1.5
Explara,Unknown,Pune,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",Private Equity,490000.0,2015,0.049
BookMyBai,Unknown,Mumbai,Vineel Nalla & Others,Seed Funding,150000.0,2015,0.015
MyIndianStay,Unknown,Goa,Undisclosed investors,Seed Funding,200000.0,2015,0.02
YourDOST,Unknown,Gwalior,"Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay Anandaram, Pavan Ongole, Venk Krishnan",Seed Funding,400000.0,2015,0.04
Shirsa Labs,Unknown,Mumbai,ah! Ventures,Seed Funding,250000.0,2015,0.025
Pokkt,Unknown,Mumbai,"Segnel Venture, Shinji Kimura, Sundar Chanrai, JAFCO Asia, SingTel’s Innov8, Jungle Ventures, K Ganesh",Private Equity,5000000.0,2015,0.5
Bidgely,Unknown,USA/India,"Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures",Private Equity,16600000.0,2015,1.66
Deyor Rooms,Unknown,New Delhi,Dheeraj Jain & Others,Seed Funding,500000.0,2015,0.05
Stuffed,Unknown,Mumbai,Riqueza Capital,Seed Funding,385000.0,2015,0.0385
LoanBaba,Unknown,Mumbai,Unknown,Seed Funding,320000.0,2015,0.032
boibanit,Unknown,Vadodara,"Varun Ahuja, Anubhav Verma",Seed Funding,150000.0,2015,0.015
CityFlo,Unknown,Mumbai,IDG Ventures,Seed Funding,750000.0,2015,0.075
Twigly,Unknown,Gurgaon,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",Seed Funding,200000.0,2015,0.02
Jugnoo,Unknown,Chandigarh,Paytm,Private Equity,10000000.0,2015,1.0
TinyOwl,Unknown,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,7500000.0,2015,0.75
LiftO,Unknown,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,130000.0,2015,0.013
Toppr.com,Unknown,Mumbai,InnoVen Capital,Private Equity,2000000.0,2015,0.2
BeaconsTalk,Unknown,Mumbai,Puneet Bhatia & others,Seed Funding,80000.0,2015,0.008
Kleeto,Unknown,Gurgaon,GREX,Seed Funding,230000.0,2015,0.023
ZopHop,Unknown,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,450000.0,2015,0.045
Smartivity.in,Unknown,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,200000.0,2015,0.02
ORIGA Leasing,Unknown,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,1100000.0,2015,0.11
Care24,Unknown,Mumbai,India Quotient,Seed Funding,350000.0,2015,0.035
Happitoo,Unknown,Mumbai,Unnamed investor,Seed Funding,77000.0,2015,0.0077
Roadrunnr,Unknown,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,10000000.0,2015,1.0
Flexing It,Unknown,New Delhi,undisclosed private investors,Seed Funding,500000.0,2015,0.05
Parcelled,Unknown,Bangalore,Delhivery,Private Equity,5000000.0,2015,0.5
AlmaMapper,Unknown,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,400000.0,2015,0.04
Netmeds.com,Unknown,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,50000000.0,2015,5.0
Razorpay,Unknown,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,9000000.0,2015,0.9
Qik Stay,Unknown,New Delhi,ID Enablers Pvt Ltd,Seed Funding,250000.0,2015,0.025
Frsh,Unknown,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,1000000.0,2015,0.1
Leaping Caravan,Unknown,Gurgaon,Group of Angel investors,Seed Funding,150000.0,2015,0.015
Medd,Unknown,Mumbai,Group of Angel investors,Seed Funding,150000.0,2015,0.015
White Owl Brewery,Unknown,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,1530000.0,2015,0.153
MealHopper,Unknown,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,100000.0,2015,0.01
Zenify.in,Unknown,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,640000.0,2015,0.064
AgentDesks,Unknown,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,2950000.0,2015,0.295
Opinio,Unknown,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,7000000.0,2015,0.7
Attune Technologies,Unknown,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,10000000.0,2015,1.0
Holidify,Unknown,New Delhi,Aarti Group,Seed Funding,100000.0,2015,0.01
Citrus Payment,Unknown,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,25000000.0,2015,2.5
S-Cube Futuretech,Unknown,Mumbai,Parampara Capital,Private Equity,1000000.0,2015,0.1
Zappfresh,Unknown,Gurgaon,Undisclosed Investors,Seed Funding,77000.0,2015,0.0077
AskMyGift,Unknown,Noida,Turning Ideas,Seed Funding,50000.0,2015,0.005
Lookup,Unknown,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,2500000.0,2015,0.25
Voodoo,Unknown,New Delhi,SAIF Partners,Seed Funding,1000000.0,2015,0.1
Zify,Unknown,Hyderabad,Sean O’Sullivan & Others,Seed Funding,190000.0,2015,0.019
Gridle,Unknown,Ahmedabad,LetsVenture,Seed Funding,100000.0,2015,0.01
Inayo,Unknown,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,300000.0,2015,0.03
Stockroom.io,Unknown,Hyderabad,Undisclosed Investors,Seed Funding,70000.0,2015,0.007
Cloud Lending,Unknown,Bangalore / San Mateo,SF Capital Group,Private Equity,8000000.0,2015,0.8
Kulzy,Unknown,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,1000000.0,2015,0.1
Zeppery,Unknown,New Delhi,Suyash Sharma,Seed Funding,77000.0,2015,0.0077
ZuperMeal,Unknown,Mumbai,"Sanjeev Kapoor,  Ravi Saxena & Others",Private Equity,2000000.0,2015,0.2
Cube26,Unknown,New Delhi,"Tiger Global Management, Flipkart",Private Equity,7700000.0,2015,0.77
Grabhouse,Unknown,Bangalore,Sequoia and Kalaari Capital.,Private Equity,10000000.0,2015,1.0
Quifers,Unknown,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,310000.0,2015,0.031
GoJavas,Unknown,Gurgaon,Snapdeal,Private Equity,20000000.0,2015,2.0
SchoolGuru,Unknown,Mumbai,High Networth Individuals from India & USA,Private Equity,3000000.0,2015,0.3
Welcome Cure,Unknown,Mumbai,Unnamed Media house and HNIs,Private Equity,6000000.0,2015,0.6
Burger Singh,Unknown,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,500000.0,2015,0.05
SportzVillage,Unknown,Bangalore,Gaja Capital Private Equity Fund,Private Equity,10000000.0,2015,1.0
WorkIndia,Unknown,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,500000.0,2015,0.05
DocPlexus,Unknown,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,700000.0,2015,0.07
Voylla,Unknown,Jaipur,Peepul Capital,Private Equity,15000000.0,2015,1.5
Nykaa,Unknown,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,9500000.0,2015,0.95
IndiaLends,Unknown,New Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,1000000.0,2015,0.1
Rock N Shop,Unknown,New Delhi,High Networth Individuals (undisclosed),Seed Funding,150000.0,2015,0.015
Chillr,Unknown,Mumbai,Sequoia Capital,Private Equity,6000000.0,2015,0.6
Shopalyst,Unknown,Bangalore,Kalaari Capital,Private Equity,2000000.0,2015,0.2
Muvizz,Unknown,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,350000.0,2015,0.035
Eywa Media,Unknown,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,1000000.0,2015,0.1
RedDoorz,Unknown,Noida,Jungle Ventures,Seed Funding,1000000.0,2015,0.1
Infoworks,Unknown,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,5000000.0,2015,0.5
Zakoopi,Unknown,New Delhi,Uniqorn Ventures,Seed Funding,350000.0,2015,0.035
Paytm,Unknown,New Delhi,"Alibaba Group, Ant Financial",Private Equity,680000000.0,2015,68.0
Inmobi,Unknown,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,100000000.0,2015,10.0
Peppertap,Unknown,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,36000000.0,2015,3.6
Ola Cabs,Unknown,Bangalore,Didi Kuaidi,Private Equity,30000000.0,2015,3.0
Licious,Unknown,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,1000000.0,2015,0.1
Fourth Partner Energy,Unknown,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,2000000.0,2015,0.2
Capabiliti,Unknown,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,400000.0,2015,0.04
Quintype,Unknown,Bangalore,Raghav Bahl,Private Equity,3300000.0,2015,0.33
SilverPush,Unknown,Gurgaon / SFO,M&S Partners,Private Equity,1200000.0,2015,0.12
InnerChef,Unknown,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,1750000.0,2015,0.175
Juggernaut,Unknown,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,2250000.0,2015,0.225
Virtual Logic,Unknown,Bangalore,Swarnim Multiventures,Private Equity,800000.0,2015,0.08
Bestdealfinance,Unknown,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,3000000.0,2015,0.3
Furdo,Unknown,Bangalore,Bhavdeep Reddy,Seed Funding,400000.0,2015,0.04
LogiNext,Unknown,Mumbai,Paytm,Private Equity,10000000.0,2015,1.0
Korra,Unknown,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,300000.0,2015,0.03
Portea Medical,Unknown,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,37500000.0,2015,3.75
Neotrade Analytics,Unknown,Bangalore,Rainmatter,Seed Funding,235000.0,2015,0.0235
LafaLafa,Unknown,Mumbai,500 Startups,Seed Funding,125000.0,2015,0.0125
LabStreet,Unknown,Gurgaon,Multiple investors,Seed Funding,150000.0,2015,0.015
CureJoy,Unknown,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,1150000.0,2015,0.115
Briston Technomach,Unknown,New Delhi,Unknown,Seed Funding,150000.0,2015,0.015
Plabro,Unknown,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,350000.0,2015,0.035
YepMe,Unknown,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,75000000.0,2015,7.5
Bueno,Unknown,Gurgaon,High Networth Individuals (No details),Seed Funding,600000.0,2015,0.06
XSTOK,Unknown,Mumbai,Oliphans Capital,Seed Funding,450000.0,2015,0.045
WedmeGood.com,Unknown,Gurgaon,Indian Angel Network,Seed Funding,410000.0,2015,0.041
ChaiPoint,Unknown,Bangalore,Eight Roads Ventures,Private Equity,10000000.0,2015,1.0
Room on Call,Unknown,Noida,Payal Syal,Seed Funding,300000.0,2015,0.03
Tea Trails,Unknown,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,1000000.0,2015,0.1
MoEngage,Unknown,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,4250000.0,2015,0.425
Coverfox,Unknown,Mumbai,Cataraman Ventures,Private Equity,2000000.0,2015,0.2
Ola Cabs,Unknown,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,225000000.0,2015,22.5
Shadowfax,Unknown,Gurgaon,Eight Roads Ventures,Private Equity,9000000.0,2015,0.9
UE Life Sciences,Unknown,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,3000000.0,2015,0.3
CanvasFlip,Unknown,Hyderabad,Bessemer Venture Partners,Seed Funding,1200000.0,2015,0.12
CredR,Unknown,Mumbai,Eight Road Ventures,Private Equity,15000000.0,2015,1.5
Zapyle,Unknown,Bangalore,Unknown,Seed Funding,1000000.0,2015,0.1
FitMeIn,Unknown,New Delhi,Green House Ventures,Seed Funding,100000.0,2015,0.01
The/Nudge Foundation,Unknown,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,315000.0,2015,0.0315
IndustryBuying,Unknown,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,9200000.0,2015,0.92
OnlineTyari,Unknown,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,770000.0,2015,0.077
MockBank,Unknown,Bangalore,Blume Ventures,Seed Funding,400000.0,2015,0.04
Sahayog Dairy,Unknown,Bhopal,Acumen Fund,Private Equity,1800000.0,2015,0.18
Zomato,Unknown,Gurgaon,"Temasek, Vy Capital",Private Equity,60000000.0,2015,6.0
Prozo,Unknown,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,205000.0,2015,0.0205
YouthKiAwaaz,Unknown,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,600000.0,2015,0.06
RoomCentral,Unknown,Bangalore,Karanpal Singh,Seed Funding,2000000.0,2015,0.2
Blubox,Unknown,Mumbai,Ashish Jhalani,Seed Funding,100000.0,2015,0.01
Clapsnslaps,Unknown,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,150000.0,2015,0.015
Jobspire,Unknown,Bangalore,Purvi Capital,Seed Funding,260000.0,2015,0.026
Vistaar Finance,Unknown,Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,  Lok Capital",Private Equity,40000000.0,2015,4.0
Capillary Tech,Unknown,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,45000000.0,2015,4.5
Zivame,Unknown,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,40000000.0,2015,4.0
Luxuryhues,Unknown,Gurgaon,Reliance Capital,Private Equity,900000.0,2015,0.09
Stylecracker,Unknown,Mumbai,Group of HNI investors,Private Equity,1000000.0,2015,0.1
TOFlo,Unknown,Mumbai,Tania Johny Palathinkal,Seed Funding,100000.0,2015,0.01
DropKaffe,Unknown,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,300000.0,2015,0.03
Reverie,Unknown,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,4000000.0,2015,0.4
RollMafia,Unknown,Pune,Equentia Natural Resources,Seed Funding,160000.0,2015,0.016
Vyomo,Unknown,Bangalore,Rocket Internet,Private Equity,2000000.0,2015,0.2
PickMyLaundry,Unknown,New Delhi,GHV Accelerator,Seed Funding,100000.0,2015,0.01
FoodTalkIndia,Unknown,Gurgaon,Undisclosed Investor,Seed Funding,500000.0,2015,0.05
Belita,Unknown,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,400000.0,2015,0.04
EazyDiner,Unknown,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,3000000.0,2015,0.3
RevX,Unknown,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,4000000.0,2015,0.4
ICustomMadeIt,Unknown,Pune,Group of Angel Investors,Seed Funding,250000.0,2015,0.025
Qyk App,Unknown,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,1000000.0,2015,0.1
